% This files stores the screen order of the songs for each user.
% In experiment 2, 3, and 4, the songs are sorted by current number of downloads.
% Ties are broken randomly for each user.
% In experiment 1 the songs are ordered randomly for each user.
% The first column is the user id and then the next 48 columns are the song ids.
% Created by Matt Salganik on 09-Jan-2007
18,865431,765447,165444,144102,165411,3123313,8814579,5014503,411241,131405,326122,646341,881121,225647,440341,781123,123111,523645,846626,744101,641126,395650,744601,306121,777561,2814575,792647,501405,806126,592645,311089,994601,911789,911249,4123311,7014523,100102,2814479,995651,995601,946646,595655,4004513,7814573,806122,331122,241124,3124513
74,2814575,765447,595655,806122,165411,3123313,592645,241124,306121,395650,165444,995651,2814479,523645,123111,744601,781123,946646,7814573,5014503,646341,311089,225647,4004513,131405,440341,846626,744101,806126,792647,411241,995601,326122,501405,911789,777561,881121,4123311,144102,641126,911249,3124513,331122,865431,994601,8814579,100102,7014523
94,144102,165444,865431,946646,592645,881121,100102,501405,311089,911249,326122,7814573,395650,781123,846626,806126,8814579,744101,331122,641126,165411,646341,744601,411241,765447,523645,995601,2814479,806122,123111,792647,306121,131405,911789,5014503,994601,225647,7014523,595655,2814575,440341,3124513,4004513,4123311,3123313,777561,995651,241124
104,995651,123111,3124513,311089,806126,241124,225647,846626,5014503,744101,326122,777561,395650,165444,744601,3123313,2814575,7014523,440341,306121,646341,806122,881121,144102,411241,641126,911789,331122,4123311,100102,165411,7814573,911249,792647,781123,592645,501405,2814479,4004513,523645,865431,994601,8814579,765447,595655,995601,946646,131405
110,123111,995601,100102,4123311,806122,165444,792647,241124,646341,995651,2814575,765447,865431,331122,440341,8814579,806126,326122,311089,744601,641126,744101,306121,144102,411241,4004513,7814573,595655,592645,846626,777561,3124513,911249,946646,131405,994601,911789,523645,395650,165411,3123313,881121,2814479,5014503,781123,501405,225647,7014523
116,995651,3124513,165411,994601,744601,395650,225647,777561,306121,865431,326122,595655,411241,2814479,792647,646341,144102,592645,911249,641126,7014523,744101,100102,165444,995601,4004513,440341,911789,806126,123111,846626,4123311,781123,523645,946646,5014503,7814573,881121,501405,3123313,241124,331122,8814579,131405,311089,765447,806122,2814575
133,595655,225647,806126,994601,5014503,777561,946646,646341,765447,326122,165411,911249,995601,411241,501405,806122,523645,100102,2814479,641126,165444,331122,744601,395650,846626,781123,440341,911789,881121,744101,7814573,592645,241124,792647,306121,4004513,144102,2814575,131405,995651,8814579,3123313,7014523,311089,3124513,123111,865431,4123311
137,165411,946646,395650,765447,806126,995651,411241,3123313,306121,311089,326122,331122,440341,501405,744601,781123,777561,2814575,865431,5014503,646341,744101,4123311,165444,2814479,7814573,225647,881121,7014523,846626,641126,806122,911249,241124,3124513,792647,8814579,523645,144102,100102,592645,123111,4004513,131405,994601,595655,995601,911789
162,100102,5014503,744101,2814575,806126,7014523,225647,241124,3123313,311089,165411,144102,395650,411241,595655,326122,523645,306121,765447,744601,331122,440341,995601,946646,7814573,8814579,792647,777561,131405,994601,501405,123111,592645,911789,846626,641126,881121,165444,2814479,865431,646341,911249,4004513,4123311,995651,806122,3124513,781123
180,792647,5014503,994601,311089,165411,806122,501405,646341,7014523,144102,326122,241124,765447,165444,440341,641126,411241,592645,595655,331122,4004513,523645,744601,225647,781123,744101,3123313,995601,100102,881121,123111,777561,911249,846626,946646,7814573,2814479,306121,395650,995651,131405,3124513,911789,4123311,2814575,806126,865431,8814579
192,8814579,306121,994601,865431,165411,641126,440341,241124,131405,911249,326122,995651,911789,946646,7814573,995601,523645,311089,123111,5014503,646341,881121,806122,765447,592645,781123,792647,411241,225647,744601,2814575,331122,395650,744101,806126,846626,4004513,3124513,2814479,165444,595655,501405,777561,4123311,144102,3123313,7014523,100102
193,100102,777561,765447,806126,2814575,744101,326122,595655,911789,311089,646341,523645,165444,241124,911249,5014503,411241,165411,592645,144102,8814579,806122,865431,3123313,881121,3124513,641126,331122,4004513,946646,744601,123111,501405,781123,846626,995601,7014523,4123311,792647,2814479,7814573,306121,131405,225647,440341,395650,994601,995651
201,2814479,806126,225647,911249,165411,792647,806122,306121,123111,311089,995601,646341,144102,411241,523645,4123311,911789,881121,3124513,165444,777561,865431,995651,765447,3123313,592645,440341,501405,5014503,395650,846626,7014523,781123,744101,946646,994601,326122,131405,100102,8814579,641126,744601,2814575,4004513,331122,595655,7814573,241124
230,100102,946646,646341,5014503,165411,165444,765447,131405,3124513,523645,911789,331122,2814479,911249,306121,501405,806126,995601,595655,641126,8814579,744101,4004513,241124,777561,781123,411241,7814573,865431,326122,792647,995651,3123313,144102,4123311,846626,744601,994601,806122,311089,225647,881121,395650,440341,2814575,7014523,123111,592645
245,595655,8814579,744601,311089,165411,165444,2814575,765447,306121,806126,744101,806122,241124,411241,144102,7014523,5014503,781123,440341,646341,395650,792647,865431,911789,123111,3123313,4123311,592645,994601,326122,331122,641126,946646,4004513,501405,3124513,995601,995651,2814479,225647,777561,523645,911249,881121,846626,131405,7814573,100102
299,777561,765447,131405,5014503,865431,806122,2814575,2814479,641126,946646,744101,7814573,8814579,100102,331122,395650,311089,646341,595655,165444,592645,144102,744601,881121,792647,995601,911249,411241,523645,846626,3123313,501405,123111,440341,7014523,306121,4123311,995651,225647,994601,911789,326122,4004513,241124,781123,3124513,165411,806126
317,7014523,911789,440341,946646,165411,777561,225647,911249,641126,995651,3123313,331122,4123311,4004513,744101,144102,523645,326122,395650,995601,646341,311089,765447,123111,165444,781123,865431,806122,241124,846626,131405,806126,994601,501405,881121,592645,306121,744601,595655,2814575,792647,3124513,100102,7814573,2814479,8814579,411241,5014503
318,3123313,123111,592645,881121,131405,4004513,225647,100102,846626,241124,326122,331122,995651,411241,5014503,144102,744101,3124513,595655,765447,7014523,2814575,7814573,165444,646341,781123,792647,911789,440341,806122,8814579,395650,523645,306121,946646,995601,641126,311089,501405,4123311,2814479,744601,911249,994601,777561,865431,806126,165411
325,765447,523645,806126,144102,306121,123111,995601,331122,326122,744601,881121,2814479,100102,241124,946646,641126,592645,3124513,165411,440341,646341,7814573,744101,5014503,2814575,501405,865431,7014523,131405,595655,4004513,395650,806122,781123,911789,995651,225647,911249,3123313,792647,846626,777561,994601,4123311,411241,311089,8814579,165444
349,592645,165444,440341,326122,311089,995601,123111,744601,306121,781123,911789,3124513,806122,4004513,4123311,165411,523645,411241,331122,225647,646341,144102,865431,765447,946646,2814479,501405,777561,806126,3123313,5014503,881121,7014523,846626,792647,7814573,744101,995651,395650,641126,241124,595655,131405,994601,2814575,100102,911249,8814579
351,806122,792647,765447,144102,8814579,5014503,781123,2814479,306121,311089,326122,3123313,3124513,411241,646341,865431,501405,7814573,440341,641126,995651,744101,744601,165444,592645,777561,523645,995601,881121,165411,595655,241124,2814575,331122,946646,994601,911789,4004513,123111,911249,100102,395650,225647,4123311,131405,7014523,806126,846626
360,131405,144102,781123,595655,165411,994601,744601,241124,331122,123111,501405,946646,165444,846626,326122,865431,523645,395650,806126,411241,641126,2814575,806122,765447,995651,8814579,311089,592645,995601,4004513,306121,911249,3124513,646341,2814479,792647,777561,225647,881121,744101,3123313,911789,7014523,100102,5014503,4123311,7814573,440341
363,8814579,641126,131405,144102,781123,792647,744601,595655,306121,326122,4123311,241124,411241,123111,225647,7014523,865431,994601,744101,646341,911249,165411,523645,440341,331122,777561,2814575,3124513,311089,395650,5014503,881121,592645,911789,765447,995651,806126,501405,2814479,995601,3123313,946646,165444,100102,846626,806122,7814573,4004513
376,4123311,326122,131405,744601,311089,165444,225647,777561,946646,995651,641126,306121,123111,100102,440341,501405,781123,595655,592645,165411,7014523,744101,846626,395650,806126,523645,806122,4004513,2814479,911249,881121,792647,646341,7814573,995601,5014503,2814575,411241,994601,331122,3123313,3124513,144102,865431,765447,241124,911789,8814579
380,4123311,326122,806126,144102,8814579,311089,7014523,2814479,641126,744101,501405,331122,846626,994601,792647,225647,123111,777561,3124513,595655,165444,646341,881121,4004513,781123,592645,440341,523645,5014503,395650,100102,744601,411241,3123313,995601,131405,911249,995651,241124,765447,865431,306121,911789,2814575,806122,946646,7814573,165411
415,100102,395650,7014523,144102,2814479,165444,806126,592645,4004513,4123311,765447,326122,8814579,911789,781123,646341,3123313,241124,806122,411241,165411,3124513,744601,225647,777561,311089,792647,595655,744101,331122,7814573,881121,911249,501405,523645,946646,994601,995601,865431,440341,995651,5014503,306121,2814575,131405,846626,641126,123111
417,100102,501405,865431,395650,326122,123111,646341,744101,7014523,225647,3123313,806126,4123311,765447,995651,7814573,523645,2814479,595655,946646,165444,806122,744601,241124,777561,781123,792647,846626,131405,995601,144102,911249,440341,4004513,8814579,994601,5014503,165411,411241,3124513,306121,311089,911789,592645,2814575,881121,641126,331122
