100102,9,10,5,37,20,23,27,6,59
123111,15,9,11,10,10,9,17,13,61
131405,8,8,9,9,15,21,6,34,51
144102,11,21,9,24,10,16,12,27,45
165411,15,31,5,27,21,28,14,10,65
165444,8,8,4,8,8,8,7,5,40
225647,79,44,15,83,57,13,24,33,70
241124,40,16,23,40,26,18,13,15,64
2814479,12,22,16,8,8,29,54,13,50
2814575,12,16,5,31,15,8,13,9,41
306121,22,9,17,8,8,7,9,6,25
311089,47,59,42,58,105,135,19,79,76
3123313,39,88,85,13,50,14,55,96,65
3124513,40,64,5,36,42,56,154,13,62
326122,10,6,5,8,6,6,7,5,32
331122,20,15,25,48,57,28,17,23,54
395650,8,29,10,23,12,9,43,8,60
4004513,9,13,13,12,14,39,24,11,49
411241,51,8,36,21,38,11,16,12,46
4123311,10,15,7,10,7,7,8,27,37
440341,7,11,7,8,8,7,7,4,28
501405,8,6,3,9,10,6,7,6,33
5014503,7,9,5,9,6,6,9,5,35
523645,7,7,6,16,8,8,14,7,24
592645,154,158,61,165,161,111,119,179,79
595655,10,11,4,11,7,9,9,5,53
641126,15,11,17,22,44,8,47,24,50
646341,8,10,23,9,7,16,13,14,36
7014523,32,8,43,16,14,11,30,5,51
744101,30,9,22,30,33,14,31,38,42
744601,17,9,114,52,7,32,11,20,44
765447,10,14,4,14,16,7,12,6,36
777561,9,5,4,8,9,6,12,22,35
781123,50,50,60,16,17,62,42,7,60
7814573,8,5,29,10,7,19,19,7,49
792647,9,6,4,14,13,5,7,5,24
806122,15,10,5,8,23,38,47,6,41
806126,8,6,5,8,7,6,6,4,29
846626,28,34,30,25,24,10,22,16,56
865431,23,17,33,23,64,11,39,47,51
881121,13,18,8,13,29,10,9,7,41
8814579,17,25,5,13,19,7,8,7,54
911249,25,7,18,30,11,11,42,17,59
911789,9,8,11,11,7,7,10,5,37
946646,15,6,10,8,7,8,14,4,20
994601,6,4,4,7,5,6,10,5,23
995601,9,9,5,26,11,8,8,4,40
995651,7,4,5,8,6,5,6,4,10
