% This files stores the screen order of the songs for each user.
% In experiment 2, 3, and 4, the songs are sorted by current number of downloads.
% Ties are broken randomly for each user.
% In experiment 1 the songs are ordered randomly for each user.
% The first column is the user id and then the next 48 columns are the song ids.
% Created by Matt Salganik on 09-Jan-2007
51,395650,592645,4123311,311089,100102,911249,781123,523645,646341,326122,7814573,946646,440341,241124,501405,411241,3123313,306121,3124513,994601,2814479,595655,2814575,744601,165411,123111,995651,995601,5014503,8814579,806126,7014523,225647,165444,792647,131405,744101,765447,331122,144102,806122,865431,641126,777561,4004513,846626,911789,881121
60,646341,7814573,911789,3123313,131405,846626,3124513,523645,995601,765447,777561,995651,123111,395650,881121,165444,326122,306121,311089,501405,744101,781123,911249,4123311,2814479,440341,2814575,592645,4004513,411241,5014503,165411,641126,241124,100102,225647,792647,144102,946646,806122,8814579,7014523,994601,331122,806126,865431,744601,595655
61,241124,331122,744101,501405,781123,123111,144102,326122,7014523,2814575,3124513,646341,881121,165444,865431,592645,3123313,595655,8814579,5014503,306121,2814479,411241,165411,4004513,225647,765447,777561,100102,641126,792647,523645,846626,131405,806126,311089,395650,744601,946646,7814573,994601,995601,4123311,806122,911789,995651,440341,911249
65,592645,8814579,144102,306121,911789,123111,744101,744601,595655,165444,7814573,225647,165411,501405,781123,994601,806126,792647,4123311,331122,311089,411241,765447,440341,946646,395650,100102,2814479,4004513,911249,131405,646341,241124,995651,865431,777561,326122,3123313,7014523,881121,806122,3124513,641126,995601,846626,5014503,2814575,523645
75,501405,995651,311089,806122,911789,881121,100102,440341,225647,306121,995601,4123311,781123,165411,865431,395650,592645,765447,4004513,792647,7014523,744601,806126,241124,777561,144102,744101,911249,523645,2814479,2814575,3124513,123111,411241,994601,131405,846626,646341,331122,641126,326122,5014503,8814579,3123313,165444,7814573,595655,946646
86,7014523,144102,165444,8814579,3124513,806122,131405,306121,765447,995651,846626,331122,241124,2814479,5014503,100102,641126,865431,777561,881121,326122,440341,792647,411241,501405,744101,2814575,995601,4123311,946646,225647,395650,595655,592645,4004513,744601,911249,7814573,911789,165411,123111,646341,781123,311089,806126,994601,3123313,523645
103,592645,846626,311089,144102,100102,523645,777561,595655,865431,241124,995651,994601,806122,744101,225647,395650,911789,3124513,2814575,5014503,911249,781123,946646,440341,792647,744601,131405,306121,123111,8814579,165411,646341,7014523,806126,3123313,765447,4004513,7814573,2814479,995601,4123311,881121,641126,411241,326122,165444,331122,501405
106,846626,311089,592645,781123,131405,331122,4004513,7014523,165444,995651,5014503,2814479,641126,440341,881121,306121,3124513,806122,100102,501405,225647,395650,523645,911249,744101,765447,326122,4123311,995601,744601,241124,8814579,165411,994601,7814573,911789,2814575,144102,806126,123111,865431,792647,646341,777561,595655,3123313,411241,946646
111,781123,846626,592645,311089,2814575,4123311,641126,100102,2814479,865431,165411,3124513,331122,946646,744601,777561,995651,395650,595655,806126,881121,806122,646341,3123313,911249,241124,131405,8814579,326122,411241,123111,440341,523645,744101,911789,501405,7014523,995601,225647,306121,165444,792647,4004513,994601,144102,5014503,765447,7814573
129,592645,846626,781123,311089,123111,995601,995651,792647,225647,306121,994601,331122,144102,3124513,946646,744101,2814575,440341,744601,777561,646341,641126,165444,2814479,806122,3123313,7814573,131405,241124,865431,806126,100102,911249,411241,165411,765447,8814579,395650,7014523,4004513,326122,4123311,523645,595655,881121,5014503,501405,911789
149,311089,592645,123111,4004513,641126,744601,7814573,131405,165411,3124513,846626,806122,781123,331122,995651,865431,440341,765447,595655,995601,744101,2814479,8814579,306121,523645,911249,395650,646341,2814575,165444,3123313,806126,792647,946646,100102,881121,7014523,5014503,501405,777561,4123311,225647,326122,911789,144102,994601,241124,411241
161,311089,592645,123111,7814573,4004513,744601,131405,846626,641126,806122,165411,781123,3124513,241124,911249,225647,946646,994601,777561,595655,306121,395650,765447,523645,995601,326122,911789,165444,865431,4123311,792647,100102,7014523,331122,411241,440341,646341,806126,3123313,144102,2814479,501405,744101,995651,881121,2814575,5014503,8814579
