% This files stores the screen order of the songs for each user.
% In experiment 2, 3, and 4, the songs are sorted by current number of downloads.
% Ties are broken randomly for each user.
% In experiment 1 the songs are ordered randomly for each user.
% The first column is the user id and then the next 48 columns are the song ids.
% Created by Matt Salganik on 09-Jan-2007
63,2814479,311089,4004513,2814575,781123,8814579,331122,777561,100102,7814573,765447,806126,995601,3124513,744601,641126,995651,306121,792647,326122,592645,241124,646341,7014523,946646,4123311,3123313,395650,440341,994601,5014503,911789,523645,144102,123111,846626,131405,165444,865431,911249,595655,881121,744101,165411,225647,411241,806122,501405
67,765447,241124,592645,100102,5014503,7014523,4004513,995601,2814479,946646,865431,501405,777561,781123,395650,911249,641126,331122,881121,144102,7814573,123111,744601,225647,131405,165411,911789,806126,165444,595655,311089,8814579,3124513,846626,646341,411241,806122,306121,523645,2814575,792647,4123311,994601,326122,995651,744101,3123313,440341
78,165444,3123313,641126,4123311,995601,846626,806122,994601,765447,131405,144102,225647,777561,165411,100102,395650,5014503,501405,326122,744601,911789,806126,3124513,946646,311089,881121,4004513,911249,792647,781123,595655,7014523,744101,7814573,331122,411241,523645,123111,592645,8814579,306121,241124,440341,2814479,2814575,995651,646341,865431
81,311089,995651,123111,331122,592645,777561,440341,865431,8814579,3124513,501405,744601,4123311,225647,165444,7014523,2814575,2814479,646341,881121,595655,165411,806126,781123,241124,744101,946646,5014503,995601,3123313,641126,792647,326122,7814573,100102,306121,131405,523645,765447,994601,911789,395650,144102,846626,911249,4004513,806122,411241
93,3124513,7014523,123111,792647,4004513,523645,765447,865431,806122,881121,395650,781123,165444,777561,5014503,440341,592645,7814573,911789,331122,241124,911249,225647,306121,646341,846626,411241,744101,3123313,131405,100102,946646,595655,326122,4123311,8814579,995651,165411,144102,994601,744601,2814575,2814479,806126,641126,501405,995601,311089
109,3124513,995651,440341,123111,411241,2814575,331122,911789,241124,646341,994601,3123313,792647,165444,4004513,806122,326122,781123,592645,765447,225647,144102,846626,4123311,7014523,641126,946646,2814479,131405,995601,395650,100102,865431,311089,7814573,911249,777561,881121,165411,595655,8814579,523645,501405,744601,5014503,744101,806126,306121
119,3124513,765447,4004513,911789,7814573,7014523,100102,306121,440341,646341,595655,225647,881121,311089,995601,3123313,592645,411241,946646,806122,641126,2814479,131405,777561,781123,744601,123111,744101,326122,846626,995651,865431,395650,911249,4123311,331122,165411,994601,2814575,8814579,792647,806126,523645,144102,165444,241124,501405,5014503
125,3124513,123111,995601,865431,326122,641126,777561,744101,2814479,881121,144102,311089,5014503,4123311,995651,165444,846626,225647,2814575,946646,781123,131405,592645,792647,806122,523645,306121,100102,4004513,411241,994601,501405,765447,440341,395650,331122,744601,165411,911789,646341,3123313,241124,595655,911249,8814579,7014523,806126,7814573
128,3124513,440341,881121,777561,331122,326122,846626,781123,911789,911249,306121,646341,8814579,123111,395650,865431,994601,3123313,792647,765447,5014503,523645,806122,946646,241124,225647,501405,995651,995601,7014523,4123311,595655,744601,641126,2814479,165444,592645,7814573,2814575,311089,100102,744101,806126,411241,165411,4004513,144102,131405
143,3124513,326122,865431,777561,946646,100102,523645,911789,311089,744101,744601,846626,792647,165411,641126,881121,131405,4004513,806126,2814479,144102,123111,781123,501405,331122,765447,592645,7814573,411241,595655,806122,2814575,7014523,3123313,646341,225647,4123311,994601,8814579,395650,306121,995601,165444,911249,241124,5014503,440341,995651
160,3124513,806126,846626,881121,165411,311089,995651,865431,946646,4123311,123111,994601,306121,501405,5014503,781123,7814573,744101,225647,440341,7014523,2814575,4004513,144102,331122,8814579,646341,995601,744601,3123313,911789,806122,326122,911249,165444,792647,523645,100102,241124,777561,395650,592645,641126,131405,595655,765447,411241,2814479
170,3124513,2814575,501405,440341,806126,4123311,592645,5014503,411241,4004513,165444,225647,523645,8814579,781123,881121,100102,306121,911249,777561,995651,395650,241124,326122,3123313,646341,595655,994601,911789,641126,744101,946646,792647,865431,311089,123111,765447,744601,846626,131405,331122,806122,995601,7014523,144102,7814573,2814479,165411
218,3124513,2814479,595655,865431,440341,225647,911249,165411,592645,7014523,144102,806122,806126,100102,792647,395650,165444,523645,946646,744101,995601,3123313,641126,5014503,646341,781123,846626,995651,765447,4123311,311089,131405,241124,777561,411241,123111,8814579,326122,501405,881121,911789,7814573,744601,306121,331122,4004513,2814575,994601
221,3124513,846626,946646,331122,781123,311089,131405,241124,911789,225647,501405,4004513,5014503,881121,165411,806122,911249,2814575,806126,995601,2814479,395650,765447,994601,995651,4123311,777561,100102,326122,165444,306121,7014523,523645,792647,7814573,744101,592645,3123313,8814579,411241,865431,595655,646341,641126,440341,144102,123111,744601
230,3124513,744601,881121,777561,946646,641126,744101,144102,7014523,595655,994601,395650,4004513,326122,592645,523645,100102,806122,911789,792647,411241,225647,4123311,165444,8814579,995651,2814575,7814573,806126,165411,2814479,331122,995601,865431,846626,131405,311089,123111,781123,241124,5014503,440341,765447,3123313,306121,501405,646341,911249
232,3124513,3123313,646341,865431,241124,2814479,8814579,523645,123111,592645,440341,806122,326122,765447,2814575,7014523,744601,777561,144102,846626,331122,641126,131405,306121,595655,911249,881121,995651,781123,4004513,946646,225647,501405,100102,994601,411241,7814573,995601,395650,165444,5014503,165411,806126,744101,911789,4123311,792647,311089
240,3124513,2814575,331122,592645,123111,395650,225647,911789,523645,311089,8814579,806122,806126,995601,326122,765447,241124,144102,165411,2814479,865431,4123311,881121,994601,131405,411241,595655,7014523,846626,744601,744101,792647,100102,5014503,777561,911249,4004513,781123,7814573,946646,306121,501405,440341,3123313,165444,646341,995651,641126
248,3124513,765447,165411,806126,440341,995651,326122,7814573,306121,792647,395650,881121,123111,744101,641126,994601,8814579,331122,592645,411241,144102,995601,5014503,744601,806122,846626,865431,131405,311089,946646,3123313,911789,501405,646341,225647,2814575,100102,781123,241124,4123311,2814479,595655,7014523,523645,911249,165444,777561,4004513
253,3124513,765447,2814575,395650,744601,326122,501405,131405,3123313,523645,8814579,792647,641126,225647,595655,995651,646341,4123311,781123,5014503,881121,777561,440341,744101,7814573,994601,331122,311089,165411,995601,806126,144102,100102,806122,7014523,241124,911789,306121,165444,865431,2814479,4004513,911249,846626,946646,592645,411241,123111
284,3124513,765447,165444,8814579,523645,123111,2814575,395650,595655,846626,411241,995651,911789,7814573,3123313,7014523,744601,2814479,225647,501405,646341,865431,131405,440341,881121,744101,592645,994601,311089,4004513,641126,4123311,5014503,792647,100102,331122,777561,306121,806122,144102,946646,911249,241124,165411,326122,781123,806126,995601
291,3124513,765447,5014503,100102,501405,241124,395650,3123313,306121,225647,641126,946646,646341,331122,165444,411241,326122,2814575,123111,994601,7014523,144102,881121,781123,806126,865431,911249,7814573,311089,523645,165411,440341,792647,777561,806122,592645,911789,8814579,995601,744101,846626,2814479,995651,131405,595655,4004513,744601,4123311
298,3124513,781123,765447,846626,100102,865431,8814579,2814479,592645,777561,641126,3123313,225647,5014503,946646,144102,995601,241124,4004513,7814573,994601,881121,995651,792647,911249,411241,501405,131405,911789,331122,326122,7014523,306121,165444,2814575,806126,165411,440341,123111,395650,595655,311089,523645,744101,646341,806122,4123311,744601
