%This file contains the listening counts for the songs.  It was generated on 20051222.
%The first column is the song ID and the next columns are the listens in world 1 to 9.
%Generated by Matt Salganik.
%Version 1

100102, 61, 48, 60, 124, 64, 74, 92, 84, 164
123111, 54, 48, 43, 54, 35, 48, 45, 76, 96
131405, 37, 44, 41, 46, 38, 50, 37, 46, 100
144102, 50, 71, 64, 54, 58, 57, 54, 59, 135
165411, 46, 82, 40, 53, 45, 57, 56, 57, 120
165444, 34, 41, 34, 46, 36, 44, 37, 37, 82
225647, 108, 67, 92, 72, 76, 113, 91, 70, 177
241124, 59, 72, 104, 79, 61, 76, 108, 68, 164
2814479, 37, 39, 34, 45, 94, 41, 46, 54, 102
2814575, 55, 59, 49, 51, 86, 46, 91, 49, 124
306121, 43, 38, 54, 97, 33, 55, 44, 82, 113
311089, 67, 101, 62, 90, 69, 74, 66, 88, 168
3123313, 101, 47, 80, 61, 103, 43, 48, 56, 90
3124513, 48, 85, 63, 80, 60, 131, 67, 65, 135
326122, 35, 51, 45, 47, 33, 47, 46, 40, 96
331122, 75, 154, 88, 70, 80, 77, 105, 133, 157
395650, 54, 41, 42, 59, 50, 60, 54, 55, 124
4004513, 48, 43, 34, 63, 34, 44, 49, 52, 81
411241, 39, 46, 42, 41, 42, 58, 48, 49, 98
4123311, 36, 32, 39, 40, 43, 64, 45, 53, 103
440341, 32, 34, 36, 33, 28, 44, 43, 32, 72
501405, 55, 53, 65, 59, 62, 67, 60, 74, 134
5014503, 42, 48, 36, 52, 41, 58, 49, 57, 102
523645, 49, 49, 45, 60, 45, 59, 54, 65, 118
592645, 128, 153, 138, 134, 141, 98, 73, 94, 141
595655, 58, 69, 44, 45, 47, 68, 56, 51, 105
641126, 49, 53, 120, 62, 44, 52, 42, 51, 100
646341, 43, 48, 46, 58, 33, 49, 46, 51, 99
7014523, 41, 74, 54, 107, 35, 43, 54, 110, 94
744101, 52, 57, 86, 65, 63, 98, 62, 70, 138
744601, 43, 46, 58, 48, 44, 53, 53, 44, 113
765447, 40, 53, 48, 46, 51, 51, 44, 37, 101
777561, 51, 62, 42, 64, 47, 51, 49, 60, 122
781123, 37, 40, 50, 59, 48, 66, 102, 74, 111
7814573, 36, 30, 46, 44, 54, 50, 39, 41, 90
792647, 42, 48, 52, 55, 56, 56, 60, 47, 90
806122, 40, 37, 36, 56, 46, 59, 37, 44, 107
806126, 39, 34, 38, 83, 33, 45, 40, 46, 74
846626, 76, 99, 56, 46, 83, 93, 47, 55, 117
865431, 51, 45, 121, 61, 44, 52, 56, 50, 94
881121, 45, 47, 49, 52, 39, 57, 45, 51, 104
8814579, 52, 62, 64, 63, 55, 82, 56, 56, 137
911249, 52, 55, 61, 61, 73, 61, 138, 48, 111
911789, 37, 50, 44, 59, 49, 48, 42, 57, 122
946646, 46, 45, 56, 54, 47, 51, 53, 45, 101
994601, 54, 42, 55, 47, 38, 51, 43, 40, 96
995601, 47, 32, 43, 45, 36, 63, 50, 47, 90
995651, 37, 49, 50, 58, 41, 58, 48, 45, 82
