%This file describes the demographics of the users
%Generated by Matt Salganik on 20070108
%Experiment 2
51,6,2004-12-15 00:13:03,3,Canada,00000,47,0,4,0,0,0,0,0,0,0,0,0,2,1,4,3,1,10,1,1,1,3,1,1
52,2,2004-12-15 10:02:30,5,Afghanistan,00000,64,1,4,1,0,0,0,0,0,0,0,0,1,2,5,0,1,1,1,1,1,1,1,0
54,1,2004-12-15 18:27:00,1,United States,90077,52,1,3,1,0,0,0,0,0,0,0,0,1,4,5,3,1,20,1,1,1,3,1,1
55,3,2004-12-16 12:43:40,3,Canada,00000,25,0,3,1,0,0,0,0,0,0,0,0,2,1,4,2,1,8,1,1,1,2,1,1
56,8,2004-12-16 13:08:11,3,Canada,00000,46,0,4,1,0,0,0,0,0,0,0,0,2,2,4,3,1,0,1,1,1,3,1,1
57,9,2004-12-16 15:44:33,1,United States,10472,28,0,2,1,0,0,0,0,0,0,0,0,1,1,5,2,0,5,1,1,1,3,1,1
58,9,2004-12-17 00:06:04,1,United States,91764,17,1,4,0,0,0,0,0,0,1,0,0,1,1,5,3,1,20,1,2,1,3,1,1
59,9,2004-12-18 13:09:28,3,Canada,00000,32,0,2,0,1,0,0,0,0,0,0,0,1,1,4,2,1,0,1,1,1,3,1,1
60,6,2004-12-18 22:12:00,5,Ireland,00000,16,1,4,1,0,0,0,0,0,0,0,0,1,1,4,3,1,100,1,1,2,3,2,1
61,6,2004-12-18 23:46:30,3,Canada,00000,45,0,2,1,0,0,0,0,0,0,0,0,1,1,5,0,1,0,1,1,1,2,1,1
62,5,2004-12-19 01:50:48,1,United States,14850,24,1,2,1,0,0,0,0,0,0,0,0,1,1,4,1,1,12,1,1,1,3,1,1
63,7,2004-12-19 04:30:56,1,United States,44060,45,0,1,0,0,1,0,0,0,0,0,0,1,1,5,0,0,0,1,1,1,2,1,1
64,9,2004-12-19 16:45:30,5,New Zealand,00000,39,1,4,0,0,1,0,0,0,0,0,0,1,2,5,2,1,0,1,1,1,3,1,1
65,6,2004-12-20 00:27:57,3,Canada,00000,18,1,2,0,0,0,1,0,0,0,0,0,1,1,5,2,1,300,1,1,2,3,2,1
66,3,2004-12-20 04:46:50,5,Estonia,00000,32,0,3,1,1,1,0,0,0,0,0,0,2,1,5,1,1,5,2,2,1,3,1,1
67,7,2004-12-20 10:40:49,5,Portugal,00000,22,0,3,1,0,0,0,0,0,0,0,0,1,2,5,3,1,100,1,1,1,3,1,1
69,4,2004-12-20 12:57:13,5,Portugal,00000,42,1,3,0,1,0,0,0,0,0,0,0,2,1,4,1,0,10,2,1,3,3,2,0
70,1,2004-12-20 13:04:56,3,Canada,00000,20,0,2,1,0,0,0,0,0,0,0,0,1,1,4,1,1,6,1,1,1,3,1,1
71,8,2004-12-20 22:10:28,3,Canada,00000,24,1,4,1,0,0,0,0,0,0,0,0,1,1,5,3,1,30,1,1,1,3,1,1
72,1,2004-12-20 22:37:42,1,United States,29733,18,1,2,0,1,0,0,0,0,0,0,0,1,1,5,2,1,3,1,1,1,3,1,1
73,1,2004-12-21 15:35:39,5,Israel,00000,18,1,3,1,0,0,0,0,0,0,0,0,1,1,5,3,0,100,1,1,1,3,1,1
74,9,2004-12-21 21:26:32,1,United States,97045,24,0,4,0,1,0,0,0,0,0,0,0,1,1,5,1,1,0,1,1,1,3,1,1
75,6,2004-12-22 03:07:33,5,Macau S.A.R,00000,29,1,2,0,0,0,0,0,0,0,0,1,1,2,4,2,0,30,1,1,1,3,1,1
76,3,2004-12-22 03:35:04,5,Portugal,00000,39,1,4,0,0,0,0,0,0,0,0,1,1,2,5,1,1,5,1,1,1,3,1,1
77,2,2004-12-22 03:43:32,5,Portugal,00000,23,0,1,0,0,0,0,0,0,0,0,1,1,2,5,2,0,0,1,1,1,3,1,0
78,7,2004-12-22 03:54:58,5,Portugal,00000,25,1,3,0,0,0,0,0,0,0,0,1,1,4,4,1,0,2,1,1,1,3,1,1
79,5,2004-12-22 04:08:20,5,Portugal,00000,29,0,3,0,0,0,0,0,0,0,0,1,1,2,5,3,1,10,1,1,1,3,1,1
80,4,2004-12-22 04:16:53,5,Portugal,00000,27,1,3,1,0,0,0,0,0,0,0,0,2,1,4,1,0,10,1,1,1,1,1,1
81,7,2004-12-22 04:22:17,5,Portugal,00000,27,1,3,0,0,0,0,0,0,0,0,1,1,2,4,1,1,2,1,1,2,3,2,0
82,8,2004-12-22 04:26:33,5,Portugal,00000,28,1,4,0,0,0,0,0,0,1,0,0,1,2,5,1,0,50,1,1,1,2,1,1
83,8,2004-12-22 04:42:21,5,Portugal,00000,29,1,3,0,0,0,0,0,0,0,0,1,1,3,5,1,0,5,1,1,1,3,1,1
84,8,2004-12-22 05:15:24,5,Portugal,00000,25,1,4,0,0,0,0,0,0,0,0,1,1,2,5,3,0,50,1,1,1,3,1,1
85,1,2004-12-22 05:51:30,5,Portugal,00000,23,0,3,0,0,0,0,0,0,0,0,1,2,4,4,3,0,60,1,1,1,3,1,1
86,6,2004-12-22 08:17:02,5,Portugal,00000,19,1,4,0,0,0,0,0,0,0,0,1,1,1,4,3,1,500,3,3,3,2,3,1
87,4,2004-12-22 12:27:22,5,Portugal,00000,26,1,4,0,0,0,0,0,0,0,0,1,1,3,4,3,1,20,1,2,1,3,1,1
88,3,2004-12-22 21:06:33,1,United States,28791,64,1,2,1,0,0,0,0,0,0,0,0,1,1,3,1,1,0,1,1,1,2,1,1
89,9,2004-12-23 03:51:22,5,Portugal,00000,27,1,4,0,0,0,0,0,0,0,0,1,1,2,5,1,1,30,1,1,1,3,1,1
90,5,2004-12-23 03:58:17,5,Philippines,00000,20,0,2,0,0,1,0,0,0,0,0,0,1,1,5,1,0,10,1,1,1,3,1,1
91,9,2004-12-23 05:25:59,5,Portugal,00000,29,1,2,0,0,0,0,0,0,0,0,1,1,2,5,2,1,0,1,1,1,3,1,1
92,3,2004-12-23 07:18:52,5,New Zealand,00000,20,1,3,0,0,0,0,0,0,0,0,1,2,1,5,3,0,50,1,1,1,3,2,0
93,7,2004-12-23 10:24:51,5,Portugal,00000,28,1,3,0,0,0,0,0,0,1,0,0,1,2,5,3,1,500,1,1,1,3,1,1
94,2,2004-12-23 10:38:09,5,Portugal,00000,17,0,4,0,0,0,0,0,0,0,0,1,1,1,4,3,1,300,1,1,2,3,1,1
95,1,2004-12-23 13:41:18,5,Israel,00000,13,1,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,20,1,1,1,1,1,1
96,9,2004-12-23 18:19:39,1,United States,12047,21,0,3,0,0,0,0,0,0,1,0,0,1,1,4,1,1,2,1,1,1,3,1,1
97,4,2004-12-23 22:13:15,1,United States,60631,44,1,4,1,0,0,0,0,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,1
99,4,2004-12-24 20:33:11,1,United States,75703,19,1,2,0,0,0,0,0,0,1,0,0,2,1,4,3,1,50,3,3,3,3,3,0
100,3,2004-12-24 21:40:53,1,United States,75248,15,0,3,1,0,0,0,0,0,0,0,0,1,1,5,3,1,30,1,1,1,3,1,1
101,9,2004-12-24 21:48:03,1,United States,48133,17,0,3,0,1,0,0,0,0,0,0,0,1,1,5,3,1,0,1,1,1,3,1,1
102,2,2004-12-24 21:52:00,1,United States,67501,22,1,3,1,0,0,0,0,0,0,0,1,1,1,5,2,0,0,2,2,2,3,2,1
103,6,2004-12-24 22:11:07,1,United States,99645,18,0,3,1,0,0,0,0,0,0,0,0,1,1,4,3,1,20,1,1,1,2,1,1
104,5,2004-12-24 22:34:10,1,United States,65202,14,0,4,1,0,0,0,0,0,0,0,0,1,1,5,3,1,0,1,1,1,1,1,1
105,2,2004-12-24 22:39:10,1,United States,32536,19,1,2,1,0,0,0,0,0,0,0,0,1,1,4,3,1,0,2,1,2,3,3,1
106,6,2004-12-24 23:15:06,1,United States,48150,17,0,1,1,0,0,0,0,0,0,0,0,2,1,4,3,0,0,1,1,1,2,2,1
107,8,2004-12-24 23:45:58,1,United States,47421,18,0,4,0,1,0,0,0,0,0,0,0,2,1,4,0,1,1,1,2,1,2,1,1
108,9,2004-12-25 00:15:35,2,United Kingdom,00000,47,0,2,0,0,0,0,0,0,1,0,0,1,1,5,1,0,2,1,1,1,2,1,0
109,7,2004-12-25 00:35:27,1,United States,19139,16,0,3,1,0,0,0,0,0,0,0,0,2,1,4,2,0,0,1,1,1,1,1,1
110,9,2004-12-25 00:59:56,1,United States,95401,14,0,3,0,1,0,0,0,0,0,0,1,2,1,5,3,1,20,1,1,1,3,1,1
111,6,2004-12-25 01:14:59,1,United States,61021,16,0,3,0,0,0,0,0,0,1,0,0,1,1,5,1,0,0,1,1,1,2,1,1
112,3,2004-12-25 01:18:16,1,United States,39358,15,1,3,1,0,0,0,0,0,0,0,0,1,1,4,3,1,0,2,1,2,3,2,1
113,4,2004-12-25 01:54:35,1,United States,60074,17,0,3,1,0,0,0,0,0,0,0,0,1,1,4,2,0,5,1,1,1,2,1,1
114,8,2004-12-25 01:59:18,1,United States,44505,23,0,4,1,0,0,0,0,0,0,0,1,1,1,5,3,1,0,1,1,1,3,2,1
115,3,2004-12-25 02:08:48,1,United States,23024,20,0,3,0,0,0,0,0,0,0,0,1,2,1,4,3,0,0,1,1,1,1,1,1
116,4,2004-12-25 02:14:57,1,United States,85242,14,0,3,1,0,0,0,0,0,0,0,0,1,1,5,1,0,7,1,1,3,1,1,1
117,5,2004-12-25 02:17:17,1,United States,19001,19,0,3,0,1,0,0,0,0,0,0,0,1,1,4,1,1,0,1,1,1,3,2,1
118,1,2004-12-25 03:00:10,1,United States,89509,21,0,4,1,0,0,0,0,0,0,0,0,1,1,5,3,0,0,1,1,1,3,1,1
119,7,2004-12-25 05:02:41,5,Australia,00000,16,0,3,1,1,0,0,0,0,0,0,0,2,1,4,3,1,20,1,1,2,3,2,1
120,2,2004-12-25 09:45:48,2,United Kingdom,00000,16,0,3,1,0,0,0,0,0,0,0,0,1,1,5,2,0,0,1,1,1,3,1,1
121,4,2004-12-25 09:46:28,2,United Kingdom,00000,14,0,3,1,0,0,0,0,0,0,0,0,2,1,5,1,1,5,1,1,1,2,1,1
122,3,2004-12-25 09:47:52,1,United States,46052,18,0,3,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,1,1,1,2,1,1
123,1,2004-12-25 10:44:02,1,United States,30253,17,0,4,1,0,0,0,0,0,0,0,0,1,1,5,1,1,0,1,1,1,3,1,1
124,9,2004-12-25 11:27:33,1,United States,07753,16,0,3,1,0,0,0,0,0,0,0,0,2,1,4,2,1,15,1,1,1,1,1,1
125,7,2004-12-25 11:35:57,1,United States,64056,21,0,2,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,1,1,3,1,1
126,9,2004-12-25 12:29:33,1,United States,27203,15,0,4,1,1,0,0,0,0,0,0,0,1,1,4,3,1,3,1,1,1,3,1,1
127,2,2004-12-25 12:33:25,1,United States,72736,15,1,4,1,0,0,0,0,0,0,0,0,1,1,5,0,1,0,1,1,1,2,1,1
128,7,2004-12-25 12:40:55,1,United States,35124,18,0,4,0,0,0,0,0,0,0,0,1,1,4,5,3,1,20,3,3,3,3,3,1
129,6,2004-12-25 12:43:33,1,United States,33884,16,0,4,1,0,0,0,0,0,0,0,0,1,1,4,3,1,15,1,2,1,3,2,1
130,4,2004-12-25 12:51:32,1,United States,98409,14,0,4,1,0,0,1,0,0,0,0,0,2,1,4,3,1,3,2,2,2,3,2,1
131,5,2004-12-25 13:45:05,1,United States,31569,17,0,3,1,0,0,0,0,0,0,0,0,1,1,5,3,1,15,1,1,1,2,1,1
132,9,2004-12-25 14:09:01,1,United States,34668,24,0,3,1,1,0,0,0,0,0,0,0,1,3,5,3,1,10,1,1,1,2,1,1
133,4,2004-12-25 15:00:20,1,United States,76051,17,0,4,1,0,0,0,0,0,0,0,0,1,3,4,2,1,0,1,1,1,3,1,1
