% This files stores the screen order of the songs for each user.
% In experiment 2, 3, and 4, the songs are sorted by current number of downloads.
% Ties are broken randomly for each user.
% In experiment 1 the songs are ordered randomly for each user.
% The first column is the user id and then the next 48 columns are the song ids.
% Created by Matt Salganik on 09-Jan-2007
55,100102,8814579,592645,995601,781123,995651,911789,4123311,501405,411241,7014523,881121,3124513,165411,440341,2814575,225647,744601,744101,806126,395650,326122,123111,646341,946646,595655,2814479,144102,911249,131405,165444,3123313,311089,865431,994601,806122,846626,331122,765447,7814573,792647,641126,5014503,777561,4004513,523645,241124,306121
66,911249,792647,994601,131405,411241,144102,995651,100102,946646,326122,4004513,846626,2814479,8814579,331122,523645,2814575,595655,5014503,995601,592645,744101,311089,641126,4123311,881121,765447,440341,501405,781123,646341,3124513,123111,241124,806122,911789,744601,7814573,3123313,395650,225647,865431,165411,165444,306121,7014523,777561,806126
76,2814575,744601,4004513,306121,806122,806126,792647,8814579,846626,131405,595655,311089,326122,5014503,411241,123111,2814479,440341,7014523,7814573,994601,641126,865431,4123311,501405,165444,3124513,765447,241124,395650,144102,995651,777561,331122,781123,646341,592645,995601,946646,225647,3123313,100102,911249,744101,911789,165411,881121,523645
88,744601,7014523,911789,411241,440341,646341,225647,792647,131405,881121,7814573,3123313,806122,846626,311089,4123311,165411,595655,4004513,331122,806126,123111,946646,395650,744101,5014503,995651,144102,2814575,501405,165444,911249,994601,241124,326122,765447,592645,8814579,781123,100102,523645,995601,2814479,865431,306121,641126,777561,3124513
92,744601,911789,411241,7014523,326122,995651,2814479,846626,777561,911249,440341,131405,641126,806126,744101,806122,8814579,792647,241124,4004513,123111,595655,4123311,2814575,995601,331122,501405,881121,646341,144102,3123313,165444,306121,523645,7814573,946646,5014503,225647,781123,100102,311089,592645,765447,3124513,395650,994601,865431,165411
100,7014523,744601,411241,911789,326122,131405,792647,806122,311089,846626,395650,911249,225647,123111,646341,995651,595655,777561,881121,144102,2814479,865431,3123313,8814579,3124513,641126,4004513,165411,501405,806126,165444,241124,440341,5014503,592645,994601,523645,7814573,100102,306121,331122,765447,995601,946646,4123311,781123,744101,2814575
112,7014523,411241,911789,744601,395650,131405,765447,781123,8814579,995651,792647,144102,311089,806122,846626,123111,440341,595655,326122,946646,331122,7814573,2814575,225647,881121,744101,501405,646341,165444,777561,523645,4123311,592645,4004513,241124,3123313,306121,806126,165411,100102,865431,994601,5014503,3124513,2814479,995601,641126,911249
115,411241,7014523,744601,911789,523645,881121,995651,100102,440341,911249,395650,241124,326122,595655,8814579,592645,2814479,806122,641126,994601,7814573,306121,777561,131405,4123311,792647,331122,123111,225647,781123,5014503,865431,311089,846626,3124513,995601,744101,165444,2814575,646341,144102,765447,165411,806126,3123313,4004513,501405,946646
122,911789,411241,7014523,744601,7814573,2814575,792647,595655,165444,523645,994601,995601,501405,4004513,777561,100102,326122,865431,225647,241124,806122,995651,4123311,144102,646341,5014503,3123313,3124513,395650,331122,165411,881121,641126,911249,123111,306121,311089,8814579,2814479,744101,806126,765447,592645,946646,440341,846626,131405,781123
134,411241,7014523,744601,911789,846626,765447,523645,165411,3124513,806126,792647,781123,165444,595655,4123311,995601,641126,995651,501405,100102,994601,331122,2814479,144102,744101,241124,946646,8814579,911249,806122,395650,4004513,2814575,225647,440341,777561,306121,7814573,326122,123111,311089,5014503,865431,646341,592645,3123313,131405,881121
139,7014523,744601,411241,911789,865431,100102,881121,792647,641126,306121,241124,523645,2814479,646341,8814579,395650,3123313,4004513,995601,846626,911249,131405,765447,995651,331122,592645,994601,165411,595655,123111,744101,144102,806122,781123,311089,4123311,806126,326122,5014503,501405,946646,2814575,165444,440341,3124513,7814573,777561,225647
145,7014523,411241,744601,911789,646341,123111,865431,3123313,2814479,225647,946646,241124,592645,792647,881121,131405,5014503,165444,995651,326122,523645,744101,806122,3124513,100102,2814575,846626,311089,994601,806126,4123311,165411,995601,306121,777561,7814573,781123,8814579,911249,501405,331122,765447,395650,440341,144102,595655,4004513,641126
152,744601,411241,7014523,881121,781123,911789,744101,144102,865431,306121,995601,946646,331122,501405,123111,7814573,4004513,3124513,8814579,5014503,994601,641126,241124,911249,395650,165411,777561,806126,326122,4123311,2814479,523645,806122,165444,646341,3123313,311089,2814575,100102,440341,595655,131405,765447,846626,995651,225647,792647,592645
171,744601,7014523,744101,881121,144102,911789,781123,411241,865431,765447,100102,326122,995651,846626,306121,440341,131405,4123311,994601,641126,995601,2814575,123111,792647,501405,946646,7814573,592645,3124513,8814579,5014503,3123313,646341,165411,241124,523645,2814479,806126,777561,595655,806122,331122,911249,311089,395650,4004513,225647,165444
172,744601,7014523,865431,911789,781123,144102,411241,744101,881121,8814579,777561,311089,995601,595655,592645,523645,306121,641126,7814573,5014503,123111,911249,994601,395650,792647,765447,165411,946646,806126,2814479,440341,3124513,225647,4123311,4004513,846626,326122,165444,3123313,646341,995651,100102,131405,241124,806122,331122,2814575,501405
