% This files stores the screen order of the songs for each user.
% In experiment 2, 3, and 4, the songs are sorted by current number of downloads.
% Ties are broken randomly for each user.
% In experiment 1 the songs are ordered randomly for each user.
% The first column is the user id and then the next 48 columns are the song ids.
% Created by Matt Salganik on 09-Jan-2007
54,744101,306121,792647,440341,7014523,395650,641126,4004513,131405,7814573,911249,100102,5014503,911789,846626,3124513,595655,881121,144102,411241,995601,646341,865431,995651,523645,765447,311089,592645,3123313,781123,165411,777561,744601,501405,225647,8814579,806126,806122,946646,241124,331122,123111,2814479,4123311,165444,2814575,994601,326122
70,411241,995601,777561,911789,131405,646341,311089,523645,144102,2814575,3123313,744101,846626,792647,100102,395650,4004513,994601,7814573,331122,241124,595655,911249,7014523,2814479,306121,501405,592645,225647,3124513,326122,946646,165411,781123,744601,641126,4123311,440341,806126,123111,5014503,765447,995651,8814579,806122,881121,865431,165444
72,306121,592645,225647,595655,994601,165411,523645,995651,131405,395650,744101,2814479,744601,2814575,846626,806126,995601,911249,440341,641126,123111,4123311,646341,765447,946646,411241,3123313,865431,165444,311089,331122,501405,777561,881121,8814579,3124513,911789,144102,781123,7814573,100102,7014523,241124,792647,326122,4004513,806122,5014503
73,592645,306121,241124,501405,123111,641126,411241,781123,165444,946646,595655,881121,646341,7814573,911789,326122,395650,3123313,5014503,744101,523645,440341,100102,331122,4123311,3124513,131405,2814575,792647,911249,765447,311089,846626,865431,4004513,225647,995651,165411,777561,744601,995601,806126,144102,994601,2814479,7014523,8814579,806122
85,592645,306121,911789,744601,806122,123111,3124513,241124,994601,501405,165411,2814575,744101,7814573,865431,806126,777561,331122,440341,165444,395650,781123,4123311,911249,595655,2814479,523645,100102,995651,131405,641126,881121,8814579,311089,792647,646341,846626,5014503,144102,946646,3123313,411241,7014523,765447,326122,4004513,995601,225647
95,306121,592645,395650,165411,100102,595655,144102,4123311,744601,911249,995601,806126,806122,781123,946646,7014523,311089,8814579,994601,2814479,641126,744101,331122,846626,5014503,123111,131405,4004513,865431,792647,7814573,765447,2814575,646341,3123313,326122,241124,165444,3124513,501405,225647,440341,777561,881121,995651,523645,911789,411241
118,592645,306121,7014523,595655,806126,781123,846626,165444,744101,311089,646341,395650,2814575,3123313,777561,911249,911789,4004513,5014503,100102,8814579,523645,865431,806122,4123311,501405,7814573,881121,946646,144102,225647,331122,411241,641126,2814479,241124,995601,3124513,765447,123111,744601,994601,440341,792647,995651,326122,165411,131405
123,592645,7014523,306121,994601,225647,100102,395650,4004513,995651,765447,911249,5014503,8814579,411241,440341,911789,744101,595655,744601,165411,806122,846626,131405,781123,2814575,123111,241124,641126,806126,777561,865431,523645,881121,3124513,2814479,646341,7814573,3123313,946646,501405,331122,4123311,144102,995601,165444,792647,326122,311089
142,592645,7014523,306121,225647,781123,311089,501405,165444,2814575,946646,995601,144102,765447,100102,595655,995651,911789,5014503,326122,8814579,395650,4123311,792647,641126,911249,331122,744601,881121,165411,646341,3123313,806122,523645,4004513,440341,2814479,806126,123111,241124,777561,865431,846626,744101,3124513,411241,131405,7814573,994601
146,592645,7014523,306121,946646,744601,2814575,846626,326122,995651,646341,792647,8814579,3123313,165444,881121,911249,765447,144102,440341,595655,781123,865431,995601,395650,100102,501405,806126,165411,7814573,241124,994601,911789,3124513,806122,4004513,123111,641126,311089,225647,411241,2814479,131405,331122,4123311,744101,523645,777561,5014503
147,592645,7014523,306121,881121,7814573,806126,165411,100102,646341,4123311,777561,3123313,994601,911789,744101,131405,523645,144102,225647,765447,3124513,440341,2814575,4004513,123111,595655,865431,8814579,846626,411241,641126,5014503,806122,911249,241124,395650,2814479,326122,744601,995651,781123,501405,946646,995601,165444,792647,331122,311089
156,592645,225647,306121,7014523,911249,765447,501405,646341,3123313,792647,241124,744601,781123,331122,744101,3124513,123111,165411,4004513,806126,311089,881121,995651,523645,946646,911789,995601,144102,641126,2814575,777561,165444,5014503,806122,865431,4123311,994601,846626,100102,2814479,8814579,131405,440341,7814573,595655,411241,326122,395650
179,592645,7014523,225647,306121,165444,144102,995601,881121,777561,911249,4004513,100102,241124,2814479,765447,2814575,326122,3124513,806126,165411,395650,994601,311089,131405,331122,792647,846626,865431,995651,123111,646341,5014503,3123313,411241,7814573,501405,946646,911789,744601,641126,523645,8814579,595655,806122,440341,744101,781123,4123311
193,592645,225647,306121,7014523,781123,744101,241124,331122,646341,994601,3123313,440341,2814479,8814579,4123311,131405,995601,144102,744601,846626,865431,595655,911249,995651,165444,2814575,311089,100102,3124513,501405,7814573,523645,411241,326122,395650,4004513,765447,806126,641126,881121,777561,5014503,911789,165411,946646,806122,792647,123111
200,592645,7014523,225647,306121,241124,744101,781123,806122,865431,4004513,331122,911249,7814573,4123311,123111,395650,595655,641126,744601,3124513,911789,792647,881121,3123313,311089,846626,646341,995601,2814479,131405,411241,2814575,165411,777561,523645,765447,806126,100102,165444,8814579,994601,946646,326122,5014503,440341,501405,995651,144102
206,592645,7014523,225647,306121,241124,781123,744101,806126,411241,641126,8814579,7814573,806122,3124513,3123313,911789,646341,100102,792647,165444,331122,5014503,777561,326122,144102,995601,523645,765447,911249,2814479,2814575,440341,846626,395650,881121,865431,744601,311089,131405,123111,4004513,995651,501405,994601,165411,4123311,946646,595655
208,592645,225647,7014523,241124,306121,744101,781123,8814579,777561,946646,311089,806122,501405,2814479,806126,123111,995601,995651,7814573,165411,4004513,595655,792647,911249,2814575,440341,411241,881121,646341,3123313,865431,395650,994601,331122,744601,131405,641126,100102,5014503,765447,4123311,911789,165444,846626,144102,523645,326122,3124513
217,592645,7014523,225647,306121,241124,744101,781123,144102,911789,846626,744601,994601,7814573,131405,4004513,326122,2814479,806122,501405,8814579,765447,4123311,777561,3123313,646341,311089,165411,2814575,792647,100102,806126,165444,946646,3124513,641126,595655,911249,865431,440341,995601,331122,523645,995651,123111,5014503,411241,881121,395650
226,592645,7014523,225647,241124,306121,744101,781123,311089,595655,995601,4004513,144102,744601,911789,792647,3124513,806122,4123311,100102,2814479,911249,165444,331122,3123313,5014503,646341,523645,411241,865431,131405,946646,2814575,395650,765447,806126,123111,846626,881121,440341,165411,994601,326122,7814573,995651,8814579,641126,501405,777561
227,592645,225647,7014523,306121,241124,781123,744101,440341,5014503,395650,100102,2814575,165444,131405,2814479,311089,846626,3124513,777561,411241,806122,8814579,595655,144102,806126,501405,326122,165411,331122,123111,946646,995651,4123311,7814573,3123313,881121,646341,994601,995601,641126,911249,865431,744601,4004513,523645,911789,765447,792647
231,592645,225647,7014523,306121,241124,781123,744101,411241,3124513,131405,792647,165411,911249,777561,501405,144102,331122,4123311,744601,8814579,326122,311089,865431,881121,3123313,100102,995651,440341,765447,846626,165444,911789,7814573,995601,806126,5014503,2814479,806122,595655,123111,395650,523645,641126,946646,4004513,2814575,646341,994601
242,592645,7014523,225647,306121,241124,744101,781123,865431,411241,8814579,3123313,4123311,331122,744601,881121,777561,792647,326122,3124513,131405,911249,311089,165411,501405,144102,2814479,646341,7814573,523645,595655,995651,994601,100102,4004513,806122,165444,440341,641126,946646,995601,846626,123111,806126,911789,5014503,395650,765447,2814575
251,592645,7014523,225647,241124,306121,781123,744101,911249,144102,165411,131405,501405,311089,865431,3124513,331122,8814579,411241,792647,744601,881121,4123311,777561,326122,3123313,646341,100102,911789,7814573,2814575,5014503,806126,946646,165444,2814479,523645,995601,4004513,395650,123111,765447,806122,641126,595655,994601,440341,846626,995651
