% This files stores the screen order of the songs for each user.
% In experiment 2, 3, and 4, the songs are sorted by current number of downloads.
% Ties are broken randomly for each user.
% In experiment 1 the songs are ordered randomly for each user.
% The first column is the user id and then the next 48 columns are the song ids.
% Created by Matt Salganik on 09-Jan-2007
5,765447,595655,395650,326122,165411,806122,165444,2814575,306121,3124513,994601,440341,865431,5014503,411241,501405,744101,311089,995651,7814573,7014523,8814579,331122,777561,131405,781123,523645,995601,792647,846626,4004513,946646,881121,911789,911249,241124,592645,100102,2814479,144102,3123313,806126,641126,4123311,744601,123111,646341,225647
13,995601,781123,2814479,2814575,311089,595655,865431,241124,4004513,100102,131405,994601,395650,225647,331122,911789,523645,592645,411241,4123311,3123313,7814573,792647,165444,911249,641126,326122,744601,777561,765447,946646,440341,306121,123111,8814579,144102,501405,806126,806122,995651,744101,3124513,846626,165411,5014503,881121,646341,7014523
15,846626,777561,865431,946646,165411,911249,592645,241124,165444,225647,4123311,646341,881121,131405,595655,501405,306121,440341,331122,2814479,311089,123111,7814573,765447,744601,7014523,781123,8814579,641126,144102,2814575,4004513,744101,792647,100102,994601,395650,995651,326122,411241,3123313,806126,995601,806122,5014503,3124513,523645,911789
59,411241,994601,995601,806126,4123311,5014503,911789,131405,641126,440341,165411,7014523,792647,501405,123111,881121,523645,592645,3124513,331122,595655,395650,306121,3123313,2814575,777561,946646,806122,100102,165444,865431,241124,911249,765447,646341,311089,8814579,995651,2814479,225647,781123,144102,4004513,744601,846626,7814573,326122,744101
63,165444,744101,440341,144102,241124,806126,131405,7014523,123111,641126,595655,331122,395650,411241,781123,592645,3124513,994601,165411,777561,2814479,306121,7814573,792647,523645,501405,911789,326122,865431,846626,765447,881121,946646,911249,744601,225647,4123311,100102,3123313,311089,4004513,646341,2814575,5014503,806122,995601,995651,8814579
79,331122,865431,144102,806126,311089,792647,523645,946646,100102,7014523,2814479,241124,3123313,641126,440341,4123311,995651,646341,994601,395650,165411,225647,781123,765447,2814575,806122,881121,911249,595655,846626,592645,501405,123111,306121,411241,911789,326122,4004513,777561,995601,8814579,3124513,131405,744101,5014503,165444,7814573,744601
80,595655,744101,165411,306121,311089,131405,592645,7814573,911789,225647,641126,5014503,395650,411241,995601,994601,946646,8814579,911249,100102,646341,865431,744601,765447,777561,781123,806126,3124513,792647,846626,123111,881121,440341,501405,7014523,3123313,326122,2814575,2814479,806122,523645,995651,331122,144102,241124,165444,4004513,4123311
81,846626,806122,165411,744101,501405,144102,946646,641126,5014503,994601,7814573,865431,165444,781123,225647,311089,2814575,595655,792647,2814479,592645,440341,744601,8814579,326122,806126,881121,765447,331122,395650,131405,995651,911249,911789,241124,123111,777561,646341,3124513,4004513,306121,411241,3123313,4123311,995601,100102,7014523,523645
83,395650,994601,3124513,144102,523645,241124,165444,7814573,331122,311089,792647,225647,911249,806122,911789,501405,326122,777561,744601,592645,995601,744101,595655,765447,123111,806126,846626,641126,781123,4004513,5014503,165411,411241,3123313,946646,865431,100102,2814575,306121,8814579,995651,131405,881121,4123311,440341,646341,7014523,2814479
84,326122,2814479,311089,744101,131405,5014503,744601,3124513,306121,241124,395650,411241,792647,7814573,440341,501405,592645,911789,946646,641126,865431,523645,781123,595655,7014523,3123313,331122,806122,806126,994601,765447,2814575,144102,995601,911249,846626,123111,165411,100102,646341,4004513,225647,995651,165444,4123311,777561,881121,8814579
