%This file describes the demographics of the users
%Generated by Matt Salganik on 20070108
%Experiment 3
2,2,2005-03-14 15:46:07,1,United States,30253,35,0,3,0,0,1,0,0,0,0,0,0,1,1,5,1,0,0,1,1,1,3,1,1
3,3,2005-03-14 16:45:07,1,United States,47408,51,1,4,0,0,1,0,0,0,0,0,0,1,1,5,1,1,0,1,1,1,3,1,1
4,1,2005-03-14 16:52:27,1,United States,19406,22,0,3,1,0,0,0,0,0,0,0,0,2,2,5,1,1,20,1,1,2,2,1,1
5,1,2005-03-14 16:58:27,1,United States,29229,16,0,4,1,0,0,0,0,0,0,0,0,1,1,5,1,0,0,1,1,1,3,1,0
6,3,2005-03-14 17:16:24,1,United States,97477,13,0,3,0,0,1,0,0,0,0,0,0,1,4,5,3,1,2,1,2,1,2,1,1
7,2,2005-03-14 17:51:45,1,United States,89149,18,0,4,1,0,0,0,0,0,0,0,0,1,1,5,3,1,70,1,1,2,2,2,1
8,2,2005-03-14 17:58:45,1,United States,10033,21,0,2,1,0,0,0,0,0,0,0,0,2,1,5,1,1,0,1,1,1,2,1,0
9,3,2005-03-14 18:22:06,1,United States,33401,15,0,4,0,0,0,0,0,0,1,0,1,1,1,5,1,1,46,1,2,2,3,2,1
11,1,2005-03-14 19:26:49,1,United States,19934,15,0,3,1,1,1,0,0,0,0,0,0,2,1,5,2,1,0,1,1,1,2,1,0
12,3,2005-03-14 19:33:42,1,United States,44907,18,1,4,0,0,0,0,0,0,0,0,1,1,3,5,3,0,67,1,1,1,3,1,1
13,3,2005-03-14 20:40:04,1,United States,27707,31,0,2,0,0,1,0,0,0,0,0,0,1,1,5,1,0,0,1,1,1,3,1,0
14,3,2005-03-14 20:48:34,1,United States,24370,47,0,4,0,1,0,0,0,0,0,0,0,2,1,5,3,1,4,1,1,1,3,1,1
15,3,2005-03-14 22:16:30,3,Canada,00000,40,1,2,0,0,1,0,0,0,0,0,0,1,1,5,0,1,0,1,1,1,3,1,1
16,2,2005-03-14 22:56:12,1,United States,42301,20,0,4,0,1,0,0,0,0,0,0,0,2,4,5,3,1,20,1,1,1,3,2,1
17,3,2005-03-15 00:52:20,5,India,00000,19,1,3,1,1,0,0,0,0,0,0,1,2,3,3,0,1,0,2,1,2,3,1,1
18,3,2005-03-15 02:11:56,1,United States,55426,41,0,3,0,0,1,0,0,0,0,0,0,2,1,4,3,1,0,1,1,1,2,1,1
19,1,2005-03-15 02:21:54,1,United States,55092,38,1,3,0,0,1,0,0,0,0,0,0,1,1,5,0,1,0,1,1,1,3,1,1
20,1,2005-03-15 03:20:11,2,United Kingdom,00000,48,0,3,0,0,1,0,0,0,0,0,0,1,2,5,3,0,0,1,1,1,2,1,1
21,3,2005-03-15 09:29:30,1,United States,53716,17,1,3,1,1,0,0,0,0,0,0,0,1,1,5,2,0,12,1,1,1,3,2,1
22,3,2005-03-15 10:27:34,1,United States,20006,20,0,1,1,0,0,0,0,0,0,0,0,1,2,5,0,0,2,1,1,1,1,1,0
23,3,2005-03-15 10:28:33,5,Czech Republic,00000,23,1,1,0,0,0,0,0,0,0,0,0,1,4,5,3,0,15,1,1,1,3,1,0
24,3,2005-03-15 12:22:16,5,South Africa,00000,20,1,4,0,0,0,0,0,0,0,0,1,2,4,5,3,1,5,1,1,1,3,2,1
25,1,2005-03-15 12:55:42,5,Austria,00000,25,1,3,0,0,1,0,0,0,0,0,0,1,2,5,2,0,25,1,1,1,3,2,1
26,3,2005-03-15 12:55:49,1,United States,60657,29,0,3,0,0,1,0,0,0,0,0,0,1,2,5,2,1,15,1,1,1,3,1,1
27,1,2005-03-15 13:00:41,5,Switzerland,00000,28,0,3,0,0,1,0,0,0,0,0,0,1,2,5,1,0,0,2,1,1,3,1,1
28,3,2005-03-15 13:00:54,5,Nicaragua,00000,36,1,3,0,0,1,0,0,0,0,0,0,1,2,5,2,1,15,1,1,1,3,1,1
