%This file describes the demographics of the users
%Generated by Matt Salganik on 20070108
%Experiment 4
7,1,2005-04-07 13:00:46,4,Brazil,00000,26,1,4,1,1,1,0,0,0,0,0,0,1,2,4,3,1,50,2,2,2,2,2,0
8,2,2005-04-07 13:01:59,1,United States,60615,22,0,3,0,0,0,0,0,0,1,0,0,1,2,4,3,1,0,1,1,1,2,1,1
10,3,2005-04-07 13:08:08,2,United Kingdom,00000,15,0,3,0,0,0,0,0,0,1,0,0,1,1,4,1,0,0,1,1,1,3,1,1
11,3,2005-04-07 13:10:20,1,United States,02494,36,1,3,1,0,0,0,0,0,0,0,0,1,2,5,2,1,10,1,1,1,3,1,1
13,2,2005-04-07 13:14:11,3,Canada,00000,18,1,3,1,0,0,0,0,0,0,0,0,1,1,5,3,1,40,2,2,2,1,2,0
18,2,2005-04-07 13:26:50,2,United Kingdom,00000,20,0,2,0,1,0,0,0,0,0,0,0,1,1,4,1,0,5,1,1,1,3,1,1
19,4,2005-04-07 13:51:36,1,United States,78745,57,1,3,1,0,0,0,0,0,1,0,0,1,2,5,2,0,1,1,1,1,3,1,1
20,3,2005-04-07 13:57:51,1,United States,02143,26,1,3,1,0,0,0,0,0,0,0,0,1,1,5,3,1,15,2,1,1,3,1,1
21,4,2005-04-07 13:59:05,3,Canada,00000,26,1,4,1,0,0,0,0,0,0,0,0,1,4,5,3,1,250,1,1,1,3,1,1
22,2,2005-04-07 14:05:20,5,Finland,00000,22,1,2,1,0,0,0,0,0,0,0,0,1,1,5,2,1,100,1,1,1,3,1,1
24,2,2005-04-07 14:08:06,1,United States,10027,18,0,2,1,0,0,0,0,0,0,0,0,1,1,5,3,1,20,1,2,1,3,2,1
25,4,2005-04-07 14:13:56,1,United States,08817,34,0,3,1,0,0,0,0,0,0,0,0,1,1,5,3,1,50,1,1,1,2,1,1
26,4,2005-04-07 14:14:20,1,United States,84108,30,0,2,0,0,1,0,0,0,0,0,0,1,2,5,1,1,10,1,1,1,3,1,1
33,2,2005-04-07 14:25:28,1,United States,84047,27,0,4,1,0,0,0,0,0,0,0,0,1,2,5,3,1,20,1,1,2,3,1,1
34,4,2005-04-07 14:25:34,3,Canada,00000,40,0,3,0,0,0,0,0,0,1,0,0,2,1,5,1,1,10,2,2,2,3,2,1
35,4,2005-04-07 14:25:46,1,United States,19096,34,1,2,1,0,0,0,0,0,0,0,0,1,2,5,3,1,5,1,1,1,3,1,1
36,3,2005-04-07 14:26:38,1,United States,20874,30,0,2,0,0,1,0,0,0,0,0,0,1,1,5,1,1,0,2,1,1,3,1,1
37,4,2005-04-07 14:31:09,1,United States,27019,41,0,3,1,0,0,0,0,0,0,0,0,2,2,4,3,1,4,1,1,1,3,2,1
38,3,2005-04-07 14:41:21,3,Canada,00000,24,1,2,0,1,0,0,0,0,0,0,0,1,1,4,2,1,5,1,1,1,3,1,1
39,1,2005-04-07 14:41:29,1,United States,58202,21,1,1,1,0,0,0,0,0,0,0,0,1,1,5,0,1,0,1,1,1,2,1,1
40,4,2005-04-07 15:18:04,1,United States,16648,28,1,2,1,0,0,0,0,0,0,0,0,1,2,5,2,1,15,1,1,1,3,1,1
41,4,2005-04-07 15:27:05,1,United States,10016,45,1,3,1,0,0,0,0,0,0,0,0,1,2,5,3,1,30,2,2,1,3,2,1
42,1,2005-04-07 15:40:40,1,United States,11231,27,1,3,0,0,0,0,0,0,1,0,0,1,2,5,3,1,30,1,2,2,3,2,1
43,4,2005-04-07 15:48:39,5,Finland,00000,19,1,3,1,0,0,0,0,0,0,0,0,1,1,5,3,1,50,1,1,1,2,1,1
44,2,2005-04-07 16:01:32,1,United States,29669,15,0,2,1,0,0,0,0,0,0,0,0,2,1,4,0,0,0,1,1,1,3,1,1
45,4,2005-04-07 16:20:48,1,United States,55408,26,1,3,1,0,0,0,0,0,0,0,0,1,4,5,3,1,150,1,1,1,3,1,1
46,4,2005-04-07 16:27:31,1,United States,75206,23,1,3,0,0,0,0,0,0,1,0,0,1,2,5,3,1,0,1,1,1,2,1,1
47,4,2005-04-07 16:29:29,5,New Zealand,00000,31,1,3,0,0,0,0,0,0,1,0,0,1,2,4,1,1,20,1,1,1,3,1,1
48,1,2005-04-07 16:38:00,1,United States,10128,27,1,4,1,0,0,0,0,0,0,0,0,1,2,4,1,1,65,1,1,1,3,1,1
49,4,2005-04-07 16:38:30,1,United States,85711,37,1,2,1,0,0,0,0,0,0,0,0,1,2,4,2,1,12,1,1,1,3,1,1
50,1,2005-04-07 16:47:05,1,United States,77005,25,1,1,1,0,0,0,0,0,0,0,0,1,2,5,1,1,5,1,1,1,2,1,1
51,3,2005-04-07 16:58:27,1,United States,60477,24,0,3,1,0,0,0,0,0,0,0,0,1,1,5,3,0,0,2,2,2,3,3,1
52,4,2005-04-07 16:59:46,4,Brazil,00000,64,1,3,1,0,0,0,0,0,0,0,0,1,1,5,1,0,10,1,1,1,3,1,1
53,3,2005-04-07 17:00:05,1,United States,67579,62,0,4,0,0,0,0,1,1,0,0,0,1,1,4,1,1,0,1,1,1,3,1,1
54,3,2005-04-07 17:15:46,1,United States,95816,23,1,4,1,0,0,0,0,0,0,0,0,1,1,5,3,1,5,1,1,1,1,1,1
55,4,2005-04-07 17:26:06,1,United States,10016,23,0,4,0,0,1,0,0,0,0,0,0,1,2,5,2,1,50,1,1,1,3,1,1
56,1,2005-04-07 17:26:35,4,Brazil,00000,31,1,2,1,0,0,0,0,0,0,0,0,1,1,5,1,1,7,1,1,1,3,1,1
57,1,2005-04-07 17:30:26,1,United States,79109,30,1,4,1,0,0,0,0,0,0,0,0,1,2,5,1,1,10,2,1,1,3,1,0
58,4,2005-04-07 17:43:32,5,Algeria,00000,21,1,4,1,0,0,0,0,0,0,0,0,1,1,5,1,0,5,1,1,1,3,1,1
59,2,2005-04-07 17:43:55,1,United States,94301,43,1,4,1,0,0,0,0,0,0,0,0,1,2,5,3,1,100,1,1,1,3,1,1
